Time (Y-M-D-H-M-S);Time from Start (Seconds);Loop Time (Seconds);K1.0 Conductivity Reading (uS/cm);K0.1 #1 Conductivity Reading (uS/cm);K0.1 #2 Conductivity Reading (uS/cm);K0.1 #3 Conductivity Reading (uS/cm)
2025-12-15 16:39:13;622.1212751865387;0.9140639305114746; 0.00; 15.10; 11.64; 2.97
2025-12-15 16:39:14;623.0359222888947;0.9135336875915527; 0.14; 15.13; 11.63; 2.97
2025-12-15 16:39:15;623.9497644901276;0.9135346412658691; 0.00; 15.14; 11.61; 2.93
2025-12-15 16:39:16;624.8636419773102;0.9134836196899414; 0.00; 15.13; 11.64; 2.91
2025-12-15 16:39:16;625.7774143218994;0.9145114421844482; 0.00; 15.17; 11.66; 2.97
2025-12-15 16:39:17;626.6924660205841;0.9144723415374756; 0.00; 15.09; 11.67; 2.95
2025-12-15 16:39:18;627.6072378158569;0.9167215824127197; 0.00; 15.17; 11.64; 2.93
2025-12-15 16:39:19;628.524272441864;0.9136190414428711; 0.00; 15.15; 11.66; 2.95
2025-12-15 16:39:20;629.4386677742004;0.9174702167510986; 0.00; 15.15; 11.62; 2.93
2025-12-15 16:39:21;630.356481552124;0.9137609004974365; 0.00; 15.10; 11.64; 2.97
2025-12-15 16:39:22;631.2709741592407;0.9151780605316162; 0.00; 15.15; 11.66; 2.91
2025-12-15 16:39:23;632.1888024806976;0.9143927097320557; 0.29; 15.17; 11.69; 2.95
2025-12-15 16:39:24;633.1034185886383;0.9154098033905029; 0.29; 15.17; 11.66; 2.95
2025-12-15 16:39:25;634.019716501236;0.9160292148590088; 0.00; 15.15; 11.69; 2.98
2025-12-15 16:39:26;634.936032295227;0.9136040210723877; 0.00; 15.21; 11.66; 2.97
2025-12-15 16:39:27;635.8500602245331;0.9134931564331055; 0.00; 15.15; 11.61; 2.93
2025-12-15 16:39:27;636.763876914978;0.9135198593139648; 0.00; 15.13; 11.69; 2.91
2025-12-15 16:39:28;637.6778213977814;0.9134094715118408; 0.00; 15.13; 11.66; 2.93
2025-12-15 16:39:29;638.5916996002197;0.9134907722473145; 0.00; 15.13; 11.66; 2.95
2025-12-15 16:39:30;639.5056085586548;0.9134776592254639; 0.00; 15.19; 11.71; 2.95
2025-12-15 16:39:31;640.4196348190308;0.913499116897583; 0.00; 15.13; 11.66; 2.91
2025-12-15 16:39:32;641.3334355354309;0.9135231971740723; 0.00; 15.11; 11.66; 2.98
2025-12-15 16:39:33;642.2472820281982;0.9135160446166992; 0.29; 15.15; 11.69; 2.93
2025-12-15 16:39:34;643.1611261367798;0.9148821830749512; 0.00; 15.17; 11.64; 2.93
2025-12-15 16:39:35;644.0765659809113;0.9140605926513672; 0.00; 15.19; 11.69; 2.93
2025-12-15 16:39:36;644.9909293651581;0.9153001308441162; 0.00; 15.13; 11.66; 2.91
2025-12-15 16:39:37;645.9071846008301;0.9154407978057861; 0.00; 15.13; 11.66; 2.95
2025-12-15 16:39:37;646.8228831291199;0.9147186279296875; 0.00; 15.11; 11.66; 2.93
2025-12-15 16:39:38;647.7383990287781;0.9139344692230225; 0.14; 15.17; 11.69; 2.95
2025-12-15 16:39:39;648.6525893211365;0.9146256446838379; 0.00; 15.10; 11.66; 2.93
2025-12-15 16:39:40;649.5677502155304;0.9141087532043457; 0.00; 15.08; 11.64; 2.95
2025-12-15 16:39:41;650.4821095466614;0.9148526191711426; 0.00; 15.15; 11.69; 2.95
2025-12-15 16:39:42;651.3977553844452;0.9153141975402832; 0.00; 15.13; 11.61; 2.93
2025-12-15 16:39:43;652.3132927417755;0.9142673015594482; 0.00; 15.11; 11.66; 2.95
2025-12-15 16:39:44;653.2278733253479;0.9136486053466797; 0.00; 15.13; 11.67; 2.95
2025-12-15 16:39:45;654.1417851448059;0.9141969680786133; 0.00; 15.15; 11.66; 2.93
2025-12-15 16:39:46;655.056266784668;0.9141533374786377; 0.00; 15.15; 11.64; 2.97
2025-12-15 16:39:47;655.9707028865814;0.9140260219573975; 0.00; 15.17; 11.66; 2.93
2025-12-15 16:39:48;656.8850231170654;0.9135403633117676; 0.00; 15.15; 11.64; 2.93
2025-12-15 16:39:48;657.7988736629486;0.9134399890899658; 0.00; 15.13; 11.64; 2.93
2025-12-15 16:39:49;658.7125859260559;0.9134159088134766; 0.14; 15.19; 11.66; 2.93
2025-12-15 16:39:50;659.626282453537;0.9140100479125977; 0.00; 15.13; 11.66; 2.97
2025-12-15 16:39:51;660.5405855178833;0.9136810302734375; 0.00; 15.17; 11.69; 2.93
2025-12-15 16:39:52;661.4545345306396;0.9134190082550049; 0.00; 15.15; 11.66; 2.93
2025-12-15 16:39:53;662.3682165145874;0.9145021438598633; 0.00; 15.15; 11.69; 2.95
2025-12-15 16:39:54;663.2832570075989;0.9142332077026367; 0.00; 15.17; 11.61; 2.95
2025-12-15 16:39:55;664.1977431774139;0.9157686233520508; 0.00; 15.13; 11.67; 2.95
2025-12-15 16:39:56;665.1155078411102;0.9139173030853271; 0.14; 15.13; 11.64; 2.95
2025-12-15 16:39:57;666.0296766757965;0.9145948886871338; 0.00; 15.15; 11.69; 2.95
2025-12-15 16:39:58;666.9459855556488;0.9140603542327881; 0.00; 15.17; 11.72; 2.93
2025-12-15 16:39:59;667.8604245185852;0.9145357608795166; 0.00; 15.17; 11.64; 2.97
2025-12-15 16:39:59;668.7760291099548;0.9148232936859131; 0.00; 15.13; 11.69; 3.00
2025-12-15 16:40:00;669.6910817623138;0.9146425724029541; 0.00; 15.10; 11.61; 2.93
2025-12-15 16:40:01;670.6069450378418;0.9139368534088135; 0.29; 15.15; 11.64; 2.91
2025-12-15 16:40:02;671.5212829113007;0.9134328365325928; 0.29; 15.15; 11.63; 2.97
2025-12-15 16:40:03;672.4351551532745;0.9136836528778076; 0.14; 15.17; 11.63; 2.97
2025-12-15 16:40:04;673.3491170406342;0.9137241840362549; 0.00; 15.15; 11.69; 2.93
2025-12-15 16:40:05;674.2631633281708;0.9135458469390869; 0.00; 15.12; 11.69; 2.93
2025-12-15 16:40:06;675.1770009994507;0.9135472774505615; 0.00; 15.10; 11.66; 2.95
2025-12-15 16:40:07;676.0908517837524;0.9135544300079346; 0.14; 15.15; 11.66; 2.93
2025-12-15 16:40:08;677.0046947002411;0.9134604930877686; 0.00; 15.17; 11.66; 2.93
2025-12-15 16:40:09;677.9184517860413;0.9137518405914307; 0.00; 15.17; 11.64; 2.93
2025-12-15 16:40:10;678.8325259685516;0.9138951301574707; 0.00; 15.19; 11.66; 2.93
2025-12-15 16:40:10;679.7467494010925;0.9136896133422852; 0.00; 15.21; 11.64; 2.98
2025-12-15 16:40:11;680.6609082221985;0.9136736392974854; 0.00; 15.15; 11.64; 2.91
2025-12-15 16:40:12;681.5749995708466;0.9161245822906494; 0.00; 15.13; 11.66; 2.95
2025-12-15 16:40:13;682.4917628765106;0.914151668548584; 0.00; 15.15; 11.64; 2.97
2025-12-15 16:40:14;683.4061555862427;0.9147498607635498; 0.00; 15.12; 11.64; 2.91
2025-12-15 16:40:15;684.3216807842255;0.9140896797180176; 0.00; 15.13; 11.66; 2.95
2025-12-15 16:40:16;685.2360045909882;0.9146385192871094; 0.00; 15.13; 11.61; 2.95
2025-12-15 16:40:17;686.1511967182159;0.9138882160186768; 0.00; 15.12; 11.64; 2.93
2025-12-15 16:40:18;687.0653190612793;0.9148566722869873; 0.00; 15.19; 11.66; 2.93
2025-12-15 16:40:19;687.9810953140259;0.9153244495391846; 0.00; 15.15; 11.66; 2.97
2025-12-15 16:40:20;688.8966834545135;0.9153933525085449; 0.00; 15.15; 11.64; 2.93
2025-12-15 16:40:20;689.8128826618195;0.9141542911529541; 0.00; 15.13; 11.66; 2.95
2025-12-15 16:40:21;690.7272655963898;0.9134385585784912; 0.00; 15.17; 11.66; 2.95
2025-12-15 16:40:22;691.6409766674042;0.9138801097869873; 0.00; 15.17; 11.66; 2.95
2025-12-15 16:40:23;692.5551326274872;0.9134950637817383; 0.00; 15.17; 11.61; 2.95
2025-12-15 16:40:24;693.4688858985901;0.9136562347412109; 0.00; 15.13; 11.66; 2.93
2025-12-15 16:40:25;694.3828506469727;0.9135444164276123; 0.00; 15.13; 11.66; 2.93
2025-12-15 16:40:26;695.2966976165771;0.9135289192199707; 0.00; 15.15; 11.66; 2.91
2025-12-15 16:40:27;696.2105228900909;0.9135408401489258; 0.00; 15.11; 11.64; 2.97
2025-12-15 16:40:28;697.1243922710419;0.9144623279571533; 0.00; 15.15; 11.69; 2.95
2025-12-15 16:40:29;698.039630651474;0.914208173751831; 0.00; 15.13; 11.64; 2.91
2025-12-15 16:40:30;698.9541165828705;0.9136478900909424; 0.00; 15.11; 11.64; 2.95
2025-12-15 16:40:31;699.868072271347;0.9135830402374268; 0.00; 15.11; 11.64; 2.95
2025-12-15 16:40:31;700.7819650173187;0.9146177768707275; 0.14; 15.15; 11.66; 3.00
2025-12-15 16:40:32;701.697135925293;0.9140036106109619; 0.00; 15.15; 11.64; 2.91
2025-12-15 16:40:33;702.6113836765289;0.9159996509552002; 0.00; 15.15; 11.64; 2.95
2025-12-15 16:40:34;703.528303861618;0.9144613742828369; 0.00; 15.13; 11.64; 2.89
2025-12-15 16:40:35;704.4430072307587;0.9160571098327637; 0.00; 15.13; 11.69; 2.95
2025-12-15 16:40:36;705.3597638607025;0.9144971370697021; 0.00; 15.15; 11.64; 2.91
2025-12-15 16:40:37;706.2745132446289;0.9151670932769775; 0.00; 15.15; 11.66; 2.93
2025-12-15 16:40:38;707.1906046867371;0.9138782024383545; 0.00; 15.17; 11.66; 2.95
2025-12-15 16:40:39;708.1047685146332;0.9147489070892334; 0.00; 15.13; 11.64; 2.93
2025-12-15 16:40:40;709.0204145908356;0.9151692390441895; 0.00; 15.17; 11.66; 2.97
2025-12-15 16:40:41;709.9358906745911;0.9136664867401123; 0.00; 15.10; 11.64; 2.95
2025-12-15 16:40:42;710.8499104976654;0.9134457111358643; 0.00; 15.13; 11.72; 2.93
2025-12-15 16:40:42;711.7636699676514;0.9136214256286621; 0.00; 15.10; 11.69; 2.95
2025-12-15 16:40:43;712.6775591373444;0.9137566089630127; 0.00; 15.17; 11.64; 2.97
2025-12-15 16:40:44;713.5916795730591;0.9137961864471436; 0.00; 15.15; 11.66; 2.95
2025-12-15 16:40:45;714.5057754516602;0.9135787487030029; 0.00; 15.14; 11.66; 2.93
2025-12-15 16:40:46;715.4196636676788;0.9134204387664795; 0.00; 15.11; 11.69; 2.89
2025-12-15 16:40:47;716.3333678245544;0.9138765335083008; 0.00; 15.17; 11.61; 2.93
2025-12-15 16:40:48;717.2475662231445;0.9135086536407471; 0.00; 15.17; 11.66; 2.95
2025-12-15 16:40:49;718.1613864898682;0.9140884876251221; 0.14; 15.15; 11.66; 2.97
2025-12-15 16:40:50;719.0761058330536;0.9138274192810059; 0.00; 15.17; 11.64; 2.93
2025-12-15 16:40:51;719.990217924118;0.914778470993042; 0.00; 15.17; 11.66; 2.95
2025-12-15 16:40:52;720.9058818817139;0.9146938323974609; 0.00; 15.13; 11.64; 2.95
2025-12-15 16:40:52;721.8208303451538;0.9151344299316406; 0.00; 15.17; 11.66; 2.95
2025-12-15 16:40:53;722.7368016242981;0.9146308898925781; 0.00; 15.17; 11.66; 2.97
2025-12-15 16:40:54;723.6517605781555;0.9147365093231201; 0.14; 15.17; 11.66; 2.93
2025-12-15 16:40:55;724.5671074390411;0.9140870571136475; 0.00; 15.17; 11.69; 2.97
2025-12-15 16:40:56;725.4814856052399;0.9150872230529785; 0.00; 15.13; 11.66; 2.93
2025-12-15 16:40:57;726.3974063396454;0.9139161109924316; 0.00; 15.19; 11.66; 2.91
2025-12-15 16:40:58;727.3116543292999;0.9144833087921143; 0.00; 15.13; 11.66; 2.95
2025-12-15 16:40:59;728.2266871929169;0.9138336181640625; 0.00; 15.11; 11.66; 2.95
2025-12-15 16:41:00;729.1408252716064;0.9138717651367188; 0.00; 15.13; 11.64; 2.93
2025-12-15 16:41:01;730.0549714565277;0.9138612747192383; 0.00; 15.17; 11.67; 2.95
2025-12-15 16:41:02;730.9691138267517;0.9142634868621826; 0.00; 15.10; 11.66; 2.93
2025-12-15 16:41:03;731.8836913108826;0.913994550704956; 0.00; 15.10; 11.64; 2.98
2025-12-15 16:41:03;732.7979531288147;0.9139516353607178; 0.00; 15.17; 11.66; 2.93
2025-12-15 16:41:04;733.7121889591217;0.9135301113128662; 0.00; 15.17; 11.61; 2.95
2025-12-15 16:41:05;734.6260347366333;0.9135456085205078; 0.00; 15.17; 11.64; 2.93
2025-12-15 16:41:06;735.5399045944214;0.913400411605835; 0.00; 15.19; 11.64; 2.95
2025-12-15 16:41:07;736.4535670280457;0.9163453578948975; 0.00; 15.17; 11.66; 2.95
2025-12-15 16:41:08;737.370208978653;0.9155704975128174; 0.00; 15.13; 11.64; 2.95
2025-12-15 16:41:09;738.2863550186157;0.9144678115844727; 0.00; 15.19; 11.64; 2.95
2025-12-15 16:41:10;739.2011153697968;0.9153077602386475; 0.00; 15.15; 11.63; 2.93
2025-12-15 16:41:11;740.1172633171082;0.9143481254577637; 0.00; 15.17; 11.64; 2.95
2025-12-15 16:41:12;741.0318655967712;0.9153249263763428; 0.00; 15.13; 11.66; 2.95
2025-12-15 16:41:13;741.9478008747101;0.9140322208404541; 0.00; 15.12; 11.66; 2.93
2025-12-15 16:41:14;742.8621211051941;0.9147248268127441; 0.00; 15.15; 11.61; 2.93
2025-12-15 16:41:14;743.7781186103821;0.914355993270874; 0.14; 15.17; 11.64; 2.93
2025-12-15 16:41:15;744.692706823349;0.914715051651001; 0.00; 15.17; 11.66; 2.93
2025-12-15 16:41:16;745.6083283424377;0.9146320819854736; 0.00; 15.15; 11.66; 3.00
2025-12-15 16:41:17;746.5232322216034;0.9135780334472656; 0.00; 15.13; 11.64; 2.93
2025-12-15 16:41:18;747.4371225833893;0.9138286113739014; 0.00; 15.11; 11.66; 2.95
2025-12-15 16:41:19;748.351226568222;0.9138119220733643; 0.00; 15.13; 11.64; 2.95
2025-12-15 16:41:20;749.2658004760742;0.91351318359375; 0.14; 15.15; 11.61; 2.97
2025-12-15 16:41:21;750.1827731132507;0.9139554500579834; 0.00; 15.15; 11.64; 2.95
2025-12-15 16:41:22;751.0969791412354;0.9136447906494141; 0.00; 15.17; 11.67; 2.95
2025-12-15 16:41:23;752.010897397995;0.9134113788604736; 0.00; 15.15; 11.64; 2.95
2025-12-15 16:41:24;752.9245774745941;0.9134631156921387; 0.00; 15.15; 11.66; 2.97
2025-12-15 16:41:25;753.8383204936981;0.9151749610900879; 0.00; 15.10; 11.64; 2.91
2025-12-15 16:41:25;754.7543795108795;0.9146454334259033; 0.14; 15.19; 11.64; 2.95
2025-12-15 16:41:26;755.6692743301392;0.9144501686096191; 0.00; 15.13; 11.66; 2.95
2025-12-15 16:41:27;756.5839936733246;0.9148027896881104; 0.00; 15.11; 11.64; 2.95
2025-12-15 16:41:28;757.5009062290192;0.913907527923584; 0.00; 15.19; 11.61; 2.95
2025-12-15 16:41:29;758.4150788784027;0.9151198863983154; 0.00; 15.19; 11.61; 2.91
2025-12-15 16:41:30;759.3310070037842;0.9145505428314209; 0.00; 15.17; 11.64; 3.02
2025-12-15 16:41:31;760.2458326816559;0.9145505428314209; 0.00; 15.17; 11.67; 2.95
2025-12-15 16:41:32;761.1609237194061;0.9141838550567627; 0.00; 15.13; 11.64; 2.95
2025-12-15 16:41:33;762.0753681659698;0.9167735576629639; 0.14; 15.19; 11.67; 3.04
2025-12-15 16:41:34;762.9929623603821;0.9193580150604248; 0.00; 15.19; 11.64; 2.93
2025-12-15 16:41:35;763.9130012989044;0.9144797325134277; 0.14; 15.19; 11.61; 2.93
2025-12-15 16:41:35;764.827799320221;0.9134812355041504; 0.00; 15.12; 11.67; 2.95
2025-12-15 16:41:36;765.74156665802;0.9135303497314453; 0.00; 15.12; 11.64; 2.95
2025-12-15 16:41:37;766.6554067134857;0.913499116897583; 0.00; 15.10; 11.67; 2.93
2025-12-15 16:41:38;767.5692369937897;0.913515567779541; 0.14; 15.15; 11.64; 3.00
2025-12-15 16:41:39;768.4831018447876;0.9135639667510986; 0.14; 15.19; 11.59; 2.95
2025-12-15 16:41:40;769.396984577179;0.9135100841522217; 0.00; 15.19; 11.64; 2.91
2025-12-15 16:41:41;770.3107945919037;0.9135112762451172; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:41:42;771.2246336936951;0.9135198593139648; 0.00; 15.15; 11.64; 2.95
2025-12-15 16:41:43;772.1384615898132;0.9135198593139648; 0.00; 15.17; 11.64; 2.97
2025-12-15 16:41:44;773.0522940158844;0.913567304611206; 0.14; 15.17; 11.67; 2.98
2025-12-15 16:41:45;773.9661631584167;0.9141528606414795; 0.00; 15.19; 11.64; 2.91
2025-12-15 16:41:46;774.8808870315552;0.9140439033508301; 0.00; 15.12; 11.64; 2.93
2025-12-15 16:41:46;775.7951908111572;0.9149503707885742; 0.00; 15.19; 11.61; 2.97
2025-12-15 16:41:47;776.7110204696655;0.9145927429199219; 0.00; 15.15; 11.64; 3.00
2025-12-15 16:41:48;777.6258473396301;0.9145510196685791; 0.00; 15.19; 11.67; 2.97
2025-12-15 16:41:49;778.5411956310272;0.9146802425384521; 0.00; 15.13; 11.67; 3.00
2025-12-15 16:41:50;779.456109046936;0.9144473075866699; 0.14; 15.15; 11.64; 2.93
2025-12-15 16:41:51;780.3716464042664;0.9154350757598877; 0.00; 15.21; 11.64; 2.95
2025-12-15 16:41:52;781.2878923416138;0.9147696495056152; 0.00; 15.17; 11.64; 2.95
2025-12-15 16:41:53;782.2034828662872;0.9151792526245117; 0.14; 15.13; 11.67; 2.97
2025-12-15 16:41:54;783.1189103126526;0.9170129299163818; 0.00; 15.11; 11.64; 3.00
2025-12-15 16:41:55;784.0362026691437;0.9135329723358154; 0.14; 15.15; 11.64; 2.93
2025-12-15 16:41:56;784.9500365257263;0.9134910106658936; 0.00; 15.15; 11.66; 2.95
2025-12-15 16:41:57;785.8638656139374;0.9135878086090088; 0.00; 15.13; 11.64; 2.95
2025-12-15 16:41:57;786.7777242660522;0.9136166572570801; 0.00; 15.15; 11.67; 2.97
2025-12-15 16:41:58;787.6916589736938;0.9138345718383789; 0.14; 15.15; 11.61; 2.93
2025-12-15 16:41:59;788.6058030128479;0.9183039665222168; 0.14; 15.15; 11.61; 2.97
2025-12-15 16:42:00;789.5250153541565;0.9188337326049805; 0.14; 15.15; 11.64; 2.95
2025-12-15 16:42:01;790.4441201686859;0.9137082099914551; 0.00; 15.15; 11.59; 2.93
2025-12-15 16:42:02;791.3583617210388;0.9140081405639648; 0.00; 15.15; 11.61; 2.95
2025-12-15 16:42:03;792.2737910747528;0.9138748645782471; 0.00; 15.13; 11.64; 2.97
2025-12-15 16:42:04;793.1879689693451;0.9160573482513428; 0.00; 15.17; 11.61; 2.93
2025-12-15 16:42:05;794.1049945354462;0.9138326644897461; 0.00; 15.16; 11.64; 2.95
2025-12-15 16:42:06;795.0190670490265;0.9148144721984863; 0.00; 15.15; 11.67; 2.89
2025-12-15 16:42:07;795.9351193904877;0.9144842624664307; 0.00; 15.13; 11.64; 2.91
2025-12-15 16:42:08;796.8498792648315;0.9153726100921631; 0.00; 15.17; 11.64; 2.93
2025-12-15 16:42:08;797.7658267021179;0.9148170948028564; 0.00; 15.11; 11.67; 2.91
2025-12-15 16:42:09;798.6809115409851;0.9167790412902832; 0.00; 15.15; 11.64; 2.93
2025-12-15 16:42:10;799.5985772609711;0.9152467250823975; 0.00; 15.11; 11.64; 2.93
2025-12-15 16:42:11;800.5140564441681;0.9143369197845459; 0.00; 15.13; 11.69; 2.93
2025-12-15 16:42:12;801.4286758899689;0.913557767868042; 0.00; 15.13; 11.66; 2.97
2025-12-15 16:42:13;802.3425304889679;0.9133973121643066; 0.14; 15.15; 11.64; 2.91
2025-12-15 16:42:14;803.2562069892883;0.9136064052581787; 0.00; 15.10; 11.66; 2.93
2025-12-15 16:42:15;804.1701271533966;0.913567066192627; 0.00; 15.17; 11.69; 2.93
2025-12-15 16:42:16;805.0840084552765;0.913668155670166; 0.00; 15.10; 11.64; 2.93
2025-12-15 16:42:17;805.9979355335236;0.9136149883270264; 0.00; 15.17; 11.67; 2.93
2025-12-15 16:42:18;806.9118659496307;0.9136626720428467; 0.00; 15.19; 11.67; 2.93
2025-12-15 16:42:18;807.8257999420166;0.9136583805084229; 0.00; 15.15; 11.64; 2.93
2025-12-15 16:42:19;808.7398009300232;0.9134030342102051; 0.14; 15.15; 11.69; 2.98
2025-12-15 16:42:20;809.6534714698792;0.9138410091400146; 0.00; 15.13; 11.61; 2.93
2025-12-15 16:42:21;810.5676083564758;0.9145958423614502; 0.14; 15.11; 11.64; 2.91
2025-12-15 16:42:22;811.482764005661;0.9142210483551025; 0.00; 15.17; 11.61; 2.95
2025-12-15 16:42:23;812.3972277641296;0.9151496887207031; 0.00; 15.15; 11.61; 2.93
2025-12-15 16:42:24;813.3132200241089;0.9149949550628662; 0.00; 15.13; 11.66; 2.93
2025-12-15 16:42:25;814.2284569740295;0.916022539138794; 0.00; 15.13; 11.66; 2.95
2025-12-15 16:42:26;815.1452677249908;0.9148056507110596; 0.00; 15.19; 11.67; 2.95
2025-12-15 16:42:27;816.0603017807007;0.9147975444793701; 0.00; 15.15; 11.69; 2.97
2025-12-15 16:42:28;816.9761352539062;0.9139213562011719; 0.00; 15.13; 11.66; 2.93
2025-12-15 16:42:29;817.8903362751007;0.9150362014770508; 0.00; 15.13; 11.64; 2.95
2025-12-15 16:42:29;818.8062002658844;0.915571928024292; 0.00; 15.17; 11.66; 2.93
2025-12-15 16:42:30;819.722089767456;0.9138648509979248; 0.00; 15.19; 11.69; 2.98
2025-12-15 16:42:31;820.6362690925598;0.9137976169586182; 0.00; 15.17; 11.61; 2.98
2025-12-15 16:42:32;821.5503761768341;0.9137766361236572; 0.00; 15.15; 11.67; 3.02
2025-12-15 16:42:33;822.4644682407379;0.9137814044952393; 0.14; 15.15; 11.66; 2.93
2025-12-15 16:42:34;823.3785736560822;0.9138202667236328; 0.14; 15.15; 11.64; 2.95
2025-12-15 16:42:35;824.2927107810974;0.9137873649597168; 0.00; 15.17; 11.64; 2.93
2025-12-15 16:42:36;825.206799030304;0.9136717319488525; 0.00; 15.13; 11.66; 2.93
2025-12-15 16:42:37;826.1207480430603;0.9140603542327881; 0.00; 15.17; 11.66; 2.95
2025-12-15 16:42:38;827.0351450443268;0.9137213230133057; 0.00; 15.10; 11.61; 2.95
2025-12-15 16:42:39;827.9491398334503;0.9143168926239014; 0.00; 15.11; 11.63; 2.91
2025-12-15 16:42:40;828.863986492157;0.9141902923583984; 0.00; 15.15; 11.64; 2.95
2025-12-15 16:42:40;829.7784883975983;0.9145078659057617; 0.14; 15.17; 11.66; 2.95
2025-12-15 16:42:41;830.693567276001;0.9142839908599854; 0.00; 15.19; 11.66; 2.97
2025-12-15 16:42:42;831.6081113815308;0.9150187969207764; 0.00; 15.15; 11.66; 2.91
2025-12-15 16:42:43;832.5240223407745;0.9149253368377686; 0.00; 15.17; 11.64; 2.98
2025-12-15 16:42:44;833.4397621154785;0.9156382083892822; 0.00; 15.17; 11.63; 2.95
2025-12-15 16:42:45;834.3560099601746;0.915299654006958; 0.14; 15.13; 11.66; 2.95
2025-12-15 16:42:46;835.2716183662415;0.9164345264434814; 0.00; 15.15; 11.66; 2.98
2025-12-15 16:42:47;836.1889128684998;0.9161391258239746; 0.00; 15.15; 11.66; 2.95
2025-12-15 16:42:48;837.1053125858307;0.9163899421691895; 0.00; 15.13; 11.66; 2.93
2025-12-15 16:42:49;838.0225131511688;0.9139328002929688; 0.00; 15.15; 11.69; 2.95
2025-12-15 16:42:50;838.9367227554321;0.9138896465301514; 0.00; 15.13; 11.71; 2.91
2025-12-15 16:42:51;839.850884437561;0.9141378402709961; 0.00; 15.15; 11.64; 2.93
2025-12-15 16:42:51;840.7653043270111;0.9141709804534912; 0.00; 15.15; 11.66; 2.95
2025-12-15 16:42:52;841.6799600124359;0.9135003089904785; 0.14; 15.11; 11.66; 2.93
2025-12-15 16:42:53;842.5937550067902;0.9135441780090332; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:42:54;843.5076076984406;0.9141268730163574; 0.00; 15.15; 11.67; 2.93
2025-12-15 16:42:55;844.4220488071442;0.9135615825653076; 0.00; 15.17; 11.69; 2.95
2025-12-15 16:42:56;845.3359179496765;0.9135105609893799; 0.00; 15.15; 11.64; 2.95
2025-12-15 16:42:57;846.2497320175171;0.913543701171875; 0.00; 15.13; 11.64; 3.00
2025-12-15 16:42:58;847.1636111736298;0.9141852855682373; 0.00; 15.15; 11.66; 2.93
2025-12-15 16:42:59;848.0783908367157;0.9140350818634033; 0.00; 15.15; 11.69; 2.95
2025-12-15 16:43:00;848.9927325248718;0.9153585433959961; 0.00; 15.15; 11.64; 2.93
2025-12-15 16:43:01;849.9090538024902;0.9143352508544922; 0.00; 15.13; 11.63; 2.95
2025-12-15 16:43:01;850.8236503601074;0.9147932529449463; 0.00; 15.13; 11.64; 2.95
2025-12-15 16:43:02;851.740035533905;0.9142460823059082; 0.00; 15.17; 11.66; 2.97
2025-12-15 16:43:03;852.654504776001;0.9142892360687256; 0.14; 15.11; 11.72; 2.95
2025-12-15 16:43:04;853.5708394050598;0.9136357307434082; 0.00; 15.13; 11.64; 2.93
2025-12-15 16:43:05;854.4852879047394;0.9147708415985107; 0.00; 15.17; 11.66; 2.98
2025-12-15 16:43:06;855.4007606506348;0.9147329330444336; 0.00; 15.13; 11.69; 2.95
2025-12-15 16:43:07;856.3163998126984;0.9137880802154541; 0.00; 15.15; 11.64; 3.02
2025-12-15 16:43:08;857.2304589748383;0.9138545989990234; 0.00; 15.17; 11.69; 2.93
2025-12-15 16:43:09;858.1445939540863;0.9154069423675537; 0.00; 15.15; 11.69; 2.93
2025-12-15 16:43:10;859.0605056285858;0.9152011871337891; 0.00; 15.17; 11.64; 2.91
2025-12-15 16:43:11;859.9766373634338;0.9134619235992432; 0.00; 15.17; 11.64; 2.93
2025-12-15 16:43:12;860.8906970024109;0.9135725498199463; 0.00; 15.17; 11.63; 2.95
2025-12-15 16:43:12;861.8045599460602;0.9135947227478027; 0.00; 15.15; 11.69; 2.95
2025-12-15 16:43:13;862.7184548377991;0.9135825634002686; 0.00; 15.17; 11.64; 2.93
2025-12-15 16:43:14;863.6324512958527;0.9136195182800293; 0.00; 15.15; 11.63; 2.95
2025-12-15 16:43:15;864.5463619232178;0.913522481918335; 0.00; 15.15; 11.64; 2.93
2025-12-15 16:43:16;865.4601955413818;0.9133956432342529; 0.00; 15.15; 11.66; 2.95
2025-12-15 16:43:17;866.3738477230072;0.9144644737243652; 0.00; 15.13; 11.64; 2.93
2025-12-15 16:43:18;867.2889134883881;0.9137616157531738; 0.00; 15.13; 11.64; 2.93
2025-12-15 16:43:19;868.2029566764832;0.9150307178497314; 0.00; 15.12; 11.64; 2.95
2025-12-15 16:43:20;869.1188251972198;0.9143476486206055; 0.00; 15.19; 11.67; 2.98
2025-12-15 16:43:21;870.0334620475769;0.9156720638275146; 0.00; 15.17; 11.64; 2.93
2025-12-15 16:43:22;870.9496960639954;0.9161868095397949; 0.00; 15.15; 11.64; 2.95
2025-12-15 16:43:23;871.8667781352997;0.9151926040649414; 0.00; 15.17; 11.64; 2.95
2025-12-15 16:43:23;872.782883644104;0.9138457775115967; 0.00; 15.12; 11.64; 2.95
2025-12-15 16:43:24;873.6971371173859;0.9149150848388672; 0.14; 15.19; 11.61; 2.91
2025-12-15 16:43:25;874.6128923892975;0.9139549732208252; 0.00; 15.13; 11.67; 2.93
2025-12-15 16:43:26;875.5271067619324;0.9134550094604492; 0.00; 15.17; 11.66; 2.91
